organism,16s,23s,5s,alanine,arginine,asparagine,asparticacid,cysteine,glutamicacid,glutamine,glycine,histidine,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine
bin_1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0
bin_10,,,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,7.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0
bin_100,,,,,2.0,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,3.0,3.0,1.0,,
bin_101,1.0,1.0,1.0,3.0,5.0,,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0,,3.0,4.0,4.0,1.0,1.0,3.0
bin_102,1.0,1.0,1.0,3.0,6.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,1.0,3.0,6.0,3.0,1.0,1.0,3.0
bin_103,,,1.0,1.0,3.0,1.0,,1.0,1.0,2.0,4.0,,,6.0,2.0,,1.0,1.0,2.0,2.0,1.0,1.0,3.0
bin_104,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,5.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0
bin_105,2.0,1.0,1.0,3.0,2.0,,,,,,2.0,,,1.0,,1.0,,,,,,,
bin_106,,,,1.0,6.0,,1.0,1.0,2.0,2.0,1.0,1.0,,5.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,2.0
bin_107,1.0,1.0,1.0,3.0,8.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,8.0,3.0,1.0,1.0,3.0
bin_108,,,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,6.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,,6.0
bin_109,1.0,1.0,1.0,3.0,5.0,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_11,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,5.0,3.0,1.0,1.0,3.0
bin_110,1.0,,,2.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,,1.0,2.0
bin_111,,,,,4.0,1.0,,1.0,1.0,2.0,3.0,1.0,,5.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0
bin_112,,,1.0,,2.0,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,3.0,,,3.0
bin_113,1.0,,1.0,3.0,4.0,1.0,2.0,,2.0,2.0,3.0,1.0,,5.0,1.0,2.0,1.0,4.0,6.0,1.0,1.0,,4.0
bin_114,1.0,1.0,,,4.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0
bin_115,,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,,1.0,3.0,,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0
bin_116,,,,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,5.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0
bin_117,,,,1.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,5.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0
bin_118,1.0,,,2.0,5.0,1.0,,1.0,1.0,2.0,4.0,1.0,,5.0,2.0,,1.0,2.0,4.0,3.0,1.0,2.0,3.0
bin_119,,,,1.0,2.0,1.0,1.0,1.0,,1.0,3.0,,,3.0,1.0,2.0,,1.0,3.0,1.0,,,2.0
bin_12,,,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,,6.0,2.0,4.0,1.0,3.0,4.0,,,,3.0
bin_120,,,1.0,2.0,4.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0
bin_121,1.0,,,,,,,,,,2.0,,,3.0,,,,1.0,1.0,,,,
bin_122,,,,1.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,,6.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0
bin_123,,,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,,3.0
bin_124,1.0,,,4.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,5.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,,2.0
bin_125,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,5.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0
bin_126,,,,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,4.0,1.0,,,2.0
bin_127,,,,3.0,5.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0
bin_128,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_129,,,,4.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0
bin_13,,,2.0,1.0,4.0,2.0,,2.0,2.0,2.0,3.0,1.0,,5.0,2.0,3.0,1.0,2.0,4.0,1.0,,,2.0
bin_130,1.0,1.0,,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,3.0,4.0,1.0,4.0,3.0,3.0,,,2.0
bin_132,,,,2.0,4.0,,,,1.0,,2.0,1.0,,3.0,,2.0,,2.0,2.0,2.0,,,2.0
bin_133,,,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,5.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0
bin_134,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0
bin_135,,,,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,,,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0
bin_136,1.0,,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,4.0,1.0,,5.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0
bin_137,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_138,,,,1.0,7.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0
bin_139,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
bin_14,,,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,,4.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,,3.0
bin_140,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0
bin_141,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,5.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0
bin_142,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,,1.0,2.0,3.0,4.0,,,2.0
bin_143,,,,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,,,5.0,2.0,2.0,1.0,3.0,3.0,2.0,,1.0,3.0
bin_144,,,1.0,1.0,4.0,1.0,,,1.0,1.0,2.0,2.0,,4.0,1.0,2.0,,,3.0,1.0,,,1.0
bin_145,,,,2.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,5.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0
bin_146,,,,2.0,4.0,1.0,1.0,2.0,3.0,,5.0,1.0,,5.0,1.0,4.0,1.0,1.0,3.0,,,,2.0
bin_147,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0
bin_148,,,,2.0,6.0,1.0,,2.0,1.0,1.0,4.0,1.0,,4.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0
bin_149,,,,,3.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,,2.0
bin_15,,,,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_150,1.0,,1.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_151,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,2.0,,1.0,4.0
bin_152,,,1.0,1.0,4.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,2.0,4.0,1.0,,,3.0
bin_153,,,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,5.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_154,1.0,,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0
bin_155,,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_156,2.0,,2.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,6.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,5.0
bin_157,1.0,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,,,3.0,2.0,3.0,1.0,3.0,3.0,,,,2.0
bin_158,,,,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,,5.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0
bin_159,,,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,4.0,1.0,2.0,1.0,3.0,4.0,9.0,1.0,,3.0
bin_16,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,5.0,1.0,3.0,2.0,3.0,6.0,3.0,1.0,1.0,3.0
bin_160,1.0,,1.0,1.0,3.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0
bin_161,,,1.0,1.0,5.0,,1.0,1.0,1.0,,2.0,1.0,,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0
bin_162,1.0,,1.0,3.0,5.0,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_163,,,1.0,3.0,,1.0,,,,1.0,,,1.0,3.0,1.0,2.0,,3.0,2.0,2.0,,,
bin_164,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0
bin_165,,,,1.0,4.0,1.0,,1.0,2.0,2.0,3.0,1.0,,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0
bin_166,1.0,,1.0,3.0,5.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,2.0,,1.0,3.0
bin_167,,,1.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,,4.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,,3.0
bin_168,1.0,,1.0,3.0,4.0,1.0,1.0,,1.0,2.0,4.0,,,3.0,2.0,2.0,1.0,3.0,6.0,3.0,1.0,1.0,3.0
bin_169,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,5.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0
bin_17,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,1.0,3.0,,1.0,3.0,,,1.0,3.0,1.0,3.0,,,3.0
bin_170,1.0,1.0,1.0,2.0,5.0,1.0,1.0,,1.0,1.0,4.0,,1.0,3.0,1.0,2.0,,2.0,5.0,3.0,1.0,1.0,1.0
bin_171,,1.0,,3.0,5.0,,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0
bin_172,,,,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0
bin_173,,,,2.0,6.0,,1.0,1.0,3.0,2.0,3.0,,,5.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0
bin_174,,,1.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,,5.0,4.0,3.0,1.0,3.0,5.0,5.0,2.0,1.0,4.0
bin_175,,,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,,5.0,2.0,3.0,2.0,3.0,6.0,2.0,1.0,,3.0
bin_176,,,,1.0,4.0,,,,2.0,1.0,4.0,1.0,,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0
bin_177,1.0,,1.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0
bin_178,,,,1.0,4.0,,1.0,1.0,2.0,,,,,3.0,,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0
bin_179,,,1.0,1.0,4.0,1.0,,1.0,1.0,2.0,3.0,,,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0
bin_18,,,,,5.0,,,,,1.0,1.0,,,2.0,,,,2.0,2.0,4.0,,1.0,2.0
bin_180,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0
bin_181,,,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,4.0,1.0,2.0,,3.0,3.0,1.0,,,3.0
bin_182,,,1.0,2.0,6.0,,1.0,1.0,2.0,2.0,1.0,1.0,,5.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,,3.0
bin_183,,,,1.0,3.0,3.0,,1.0,1.0,2.0,6.0,2.0,,8.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0
bin_184,1.0,1.0,1.0,3.0,5.0,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,5.0,3.0,,1.0,3.0
bin_185,,,,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,1.0,,4.0,2.0,2.0,1.0,3.0,4.0,1.0,,,4.0
bin_186,,,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,,5.0,2.0,3.0,,3.0,2.0,2.0,,,4.0
bin_187,,,,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,,,4.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0
bin_188,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,3.0,,,,2.0
bin_189,,,,1.0,4.0,,1.0,1.0,1.0,2.0,3.0,1.0,,5.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0
bin_19,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,4.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0
bin_190,2.0,,,3.0,4.0,1.0,1.0,,1.0,2.0,3.0,1.0,,4.0,2.0,2.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0
bin_191,,,1.0,2.0,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,,5.0,,3.0,,3.0,4.0,1.0,1.0,,2.0
bin_192,,,2.0,2.0,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,,,,1.0
