Reference Contig,TCS,TC,SLS,SL,SIS,SI,RVF,RSS,RS,QNS,QN,QHS2,QHS1,QH2,PLS,PGS,PG,PFS,PF,PBS,MTF,FAS,ETS,ESF9,EPS,EP,CYS,CY,BRS2,BRS1,BRF2,BRF1,BR1,BQS,BQ,BQF,ARS
LIEGBJNO_01394,0,0,0,0,18.0095257,1.162750366,0,0.580201911,1.571579859,0,0,0,0.079492915,0.115468908,0,0,0,0,0,0,0,0,0,0.964091908,1.422818308,2.267443772,0,0,0,0,0,0,0,0,0,0,0
LIEGBJNO_01811,0,0,0,0,17.42660113,0.330824372,0,5.167870022,7.35551979,0,0,0.589888665,0.299678312,0.718661088,0,0,0,0,0,0,0,0.036179448,0,0.608036765,3.334816622,2.596650043,0,0,0,0,0,0,0,0.15057806,0,0,0
BLJNEHEE_00231,1.838188315,3.14099398,44.52578796,8.844308319,0,0,0.157422903,0.069113141,0,0,0,0,0,0,2.358725654,0,0,0,0,0.452821402,2.346492418,106.5865281,0,0,0,0,0.18419892,5.71597438,11.01837052,57.45226445,6.118192683,74.49993,81.84507311,0,0.043283468,0,0
BLJNEHEE_00459,2.287574123,4.740643118,52.62880515,14.08746392,0,0,0.141489411,0,0,0,0,0,0.569001919,0,4.109515665,0,0,0,0,0.500909879,2.484567315,95.85092947,0,0,0,0,0.376262057,18.94231971,10.78088674,59.36487541,4.807646794,77.93831841,82.30408344,0,0,0,0
BLJNEHEE_00545,0.397349373,1.373950436,41.39644862,10.50761404,0,0,0.110594571,0,0,0,0,0,0,0,1.988495299,0,0,0,0,0.097883497,2.213034899,69.55819467,0,0,0,0,0.470565711,15.17571889,4.265617796,24.58244523,2.210515186,28.32225583,34.35786196,0,0,0,0
BLJNEHEE_01687,0,1.244544785,33.22819997,8.81016041,0,0,0,0,0,0,0,0,0,0,1.741828176,0,0,0,0,0,0.964311953,52.93297707,0,0,0,0,0.401888554,11.15141014,0.254760012,1.199699258,0.419533213,1.553880348,0.805033506,0,0.259700806,0,0
BLJNEHEE_01688,1.979587416,2.666881681,31.45602931,10.85903492,0,0,0,0,0,0,0,0,0,0,1.741828176,0,0,0,0,0,2.121486296,68.82455517,0,0,0,0,0.200944277,17.46352909,4.45830021,17.79553899,1.67813285,24.86208556,34.61644076,0,0.259700806,0,0
BLJNEHEE_01689,1.801100026,3.720518542,47.16225498,15.3791544,0,0,0,0,0,0,0,0,0,0,1.683826725,0,0,0,0,0.095075364,1.579258427,88.71919805,0,0,0,0,0.411359288,17.13326385,3.129162934,13.18931663,2.003958849,16.61187249,23.6214647,0,0,0,0
DMGFMAML_00133,0,0,0,0,0,0,0,0,0,0,0,0,13.43311621,0,0.144285767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168826038,0,0,0.171622606,0.133371223,0,0,0,0
DMGFMAML_00163,0,0,0.29099252,0,0,0,0,0,0,0,0,0,14.22546885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032995288,0,0.250991373,0,0,0,0,0,0,0,0
DMGFMAML_00164,0,0,0,0,0,0,0,0,0,0,0,0,12.85355817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023185878,0,0.058790772,0,0.096815357,0,0.371553926,0,0,0,0
DMGFMAML_00190,0,0,0,0,0,0,0,0,0,0,0,0,14.42402231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507719995,0,0,0,0
DMGFMAML_01719,0,0,0.306403339,0,0,0,0,0,0,0,0,0,13.96846534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044047292,0,0,0.358215407,0,0,0,0,0
DMGFMAML_01720,0,0,0,0,0,0,0,0,0,0,0,0,13.08450396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041926343,0,0.159464444,0,0,0.270176564,0,0,0,0,0
DMGFMAML_02212,0,0,0,0,0,0,0,0,0,0,0,0,11.24912105,0,0,0,0,0,0,0,0,0.142531122,0,0,0,0,0,0,0.155375612,0,0,0.157949376,0.122745493,0,0,0,0
DMGFMAML_02910,0,0,0,0,0,0,0,0,0,0,0,0,13.15055461,0,0,0,0,0,0,0,0,0.059090351,0,0,0,0,0,0,0,0,0,0.130964858,0.101775307,0,0,0,0
DMGFMAML_03844,0,0,0,0.05899483,0,0,0,0,0,0,0,0,13.09839098,0,0,0,0,0,0,0,0,0.067290958,0,0,0,0,0.086789162,0.242332971,0.110032534,0,0,0.074570133,0,0,0,0,0
DMGFMAML_04126,0,0,0,0,0,0,0,0,0,0,0,0,12.01948165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071489791,0,0.362543094,0,0.149257008,0.092137136,0.572812302,0,0,0,0
BHANKEKE_00156,0,0,0,0,6.739413704,0.104586012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_00328,0,0,0,0,7.012106744,0.114258707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_00329,0,0,0,0,5.728501649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212457291,0,0,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_00330,0,0,0,0,8.122230771,0.170771112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049558072,0,0,0,0,0,0,0,0,0,0.116592299,0,0,0
BHANKEKE_00331,0,0,0,0,7.815334264,0.45481032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121833915,0,0.035817585,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_00342,0.072663427,0.091365391,0,1.000249155,9.519421857,0.183025521,0,0.21309885,0,0.390336948,0.263504071,0.048952566,0.00938458,0.023855556,0,0.066454625,0,0.832756316,0.418652939,0,0,0.060047834,0,0.318685936,0.28678079,0.890050411,0.025815758,0,0,0,0,0,0,0.249917752,0,0,0
BHANKEKE_00343,0.337533338,0.530508722,0,1.834073154,7.108994456,0.425091532,0,0,0,0.392855251,0.497257682,0,0,0.166219355,0,0.28296808,0.03297284,0.483535926,0.486177607,0,0,0.104599453,0.12738756,0.246724596,0.299732181,0.326402188,0.089938769,0.125563656,0.0760171,0,0.813691432,0,0.360317416,0,0,0,0
BHANKEKE_00522,0,0.214510048,0,0.309001455,7.581840417,0.161142034,0,0,0,0.091644327,0.038666358,0,0,0,0,0.026003984,0,0.139654786,0.035104439,0,0,0,0,0.062351596,0,0.824875095,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_00523,0.052492643,0.330015459,0,0.304247587,7.424624997,10.08170677,0,0.1924304,0.218917395,0.169189527,0.095178728,0.070727454,0.85421651,0.068933779,0,0.032004903,0,0.12891211,0.086410927,0,0,0,0,8.019374529,0.041434549,0.74450265,0,0,0.118220574,0,0.077873222,0,0.037357324,0,0,0,0
BHANKEKE_01192,0.107871479,0.678176098,0,2.110129525,6.794996498,3.260495873,0,0.395441165,0,0,0.097795325,0.072671851,0.013931748,0,0,0.065769526,0,0.176608114,0.310752697,0,0,0.178286352,0,1.498152442,0.340589145,1.043141013,0,0,0,0,0.160028133,0,0,0.4637649,0,0,0
BHANKEKE_01518,0.14947905,0,0,0,7.365216405,0.282382232,0,0,0,0,0,0,0.250970489,0,0,0,0,0.122364193,0,0,0,0,0,0,0,0.192732721,0,0,0,0,0,0,0,0.385587388,0,0,0
BHANKEKE_01610,0,0,0,0,8.553702007,0.150562887,0,0.100172691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224709996,0.013480882,0.132123628,0,0,0,0,0.050672673,0,0,0,0,0,0
BHANKEKE_01869,0.189480486,0.357372877,0,0.503355288,7.054010078,0.119316436,0.105476513,0.046307195,0,0.271429476,0.200411547,1.957314684,0.562848227,0.580597183,0.145882491,0.019254459,0.049359745,0.103406361,0.103971296,0,0,0,0.095348435,0.092335563,0.199419399,0.651490886,0,0,0,0,0,0,0.044949054,0.108616166,0,0,0
BHANKEKE_01870,0,0.797370685,0,0.229722294,3.921113428,0,0,0.116235736,0,0,0,0,0,0,0,0,0,0.129780205,0,0,0,0,0,0,0.125140709,0.204413492,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_01889,0.593519757,0.787738581,0,1.051124278,7.645553362,1.494964757,0,0.241750796,0.078578993,0.401489433,1.016372844,0.799695705,0.017034196,0.129902521,0,0.02010392,0.02576869,1.349605075,0.515651759,0.243680554,0.494716342,0.108994388,0.149332476,0.723068931,1.379439701,0.510174849,0.609165108,0.196259161,0.415858255,0.046626967,0.391329299,1.690987437,0.563185205,0,0,0,0.211171817
BHANKEKE_01890,0,0.096267924,0,0.221878118,8.343722918,0.096423201,0,0,0,0.164512743,0.069410828,0,0,0,0,0,0,0.250697372,0.189050247,0,0.417711714,0.189809738,0,0.111928719,0.060433806,0.296150278,0,0,0,0,0,0.140228227,0,0,0,0,0
BHANKEKE_01891,0,0,0,0,4.729012328,0.335029767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHANKEKE_01892,0,0,0,0,7.567213073,0.127117403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJMNMCKP_00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518962856,0.064898924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571240575,0,0,0
CJMNMCKP_00558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439157972,0.047913659,0,0,0.181237412,0,0,0,0,0,0,0,0,0,0,0,0,0,1.792378875,0,0,0
CJMNMCKP_00731,0.207884771,0.261389728,0,0.602450519,0,0,0.086791104,0,0,0,0,0.210074589,0,0.10237351,0,1.109044072,0,0.085087684,0,0,0,0,0,0,0.123068842,0.067009721,0,0,0,0,0.077099647,0,0,0.804371041,0,0,0
CJMNMCKP_00738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59942916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJMNMCKP_01998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72645005,0.084301695,0,0.044393242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74202384,0,0,0
CJMNMCKP_02000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862114053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJMNMCKP_02021,0,0.231088108,0,0.106522282,0.028409706,0,0,0,0,0,0,0,0.02848341,0,0,1.299833788,0.201080273,0.060179112,0,0,0,0,0,0,0,0.047393292,0,0,0,0,0,0,0,2.654863984,0,0,0
FBNIGIJM_00314,0,0,0,0,0,0,0,0,0.054683627,0,0,0,0,0,0,0,0,0,0,0,0,0.037924948,0,0,0,0,0,0,4.092920719,0,0.544657153,0,0,0,0,0,0
FBNIGIJM_00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02961263,0,0,0,0,0,0,5.778340957,0,0.531600304,0,0,0,0,0,0
FBNIGIJM_01999,0,0,0,0.190048806,0,0,0.146021802,0,0,0,0,0.765787221,0,0.315770473,0.134639922,0.746365036,0.034166843,0,0,0,0,0.289032471,0,0,0,0,0,0,7.995135585,0,0.713440185,0,0,0,0,0,0
FBNIGIJM_02000,0,0,0,0.057141978,0,0,0.460995964,0,0,0,0,0.371941107,0,0.233041206,0,0.649184879,0,0.064564022,0,0,0,0.554009161,0.05953288,0,0,0,0,0,7.495897287,0,1.111552193,0,0,0.74598565,0,0,0
FBNIGIJM_02012,0,0,0,0,0,0,0.436848557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378301354,0,0,0,0,0,0,3.947187936,0,0.679119388,0,0,0,0,0,0
FBNIGIJM_02013,0,0,0.42486165,0.098239772,0,0,0.339666264,0,0,0,0,0,0,0,0,0,0,0,0.083704753,0,0,0.252123087,0,0,0,0,0,0,5.283106382,0.047936147,0.754344275,0,0,0,0,0,0
LMPOIGFG_01353,0.781679435,1.526029544,0.966796906,2.563375637,0,0,0,0,0,0,0,0,0,0,0.791869788,0.050167581,0,0,0,0,0,2.974846819,0,0.060145183,0,0,0.029233047,24.67103686,0,0,0,0,0,0,0,0,0
LMPOIGFG_02022,0.371486396,0.700648205,0.581985041,2.960563055,0,0,0,0,0,0,0,0,0,0,0.715025619,0,0,0,0,0,0,2.571042168,0,0,0,0,0,36.75968916,0,0,0.2755514,0,0,0,0,0,0
LMPOIGFG_02084,0.306249761,1.203349051,1.799185462,2.218781181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.499161557,0,0,0,0,0.054401987,22.67128381,0,0,0.170371414,0,0,0,0,0,0
LMPOIGFG_02633,0.647228875,2.339707537,3.041921812,2.813506034,0,0,0,0,0,0,0,0,0,0,0.622883143,0,0,0,0,0,0,5.148018422,0,0,0,0,0,42.97772122,0,0,0,0,0,0,0,0,0
HNLBOGII_00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18430099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNLBOGII_01118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4968995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079152836,0,0,0
HNLBOGII_01448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.69855905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNLBOGII_01859,0,0,0,0,0,0,0.110129888,0,0,0,0,0,0,0,0,0,0,17.76080278,0,0.097472222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNLBOGII_01860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.87104757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNLBOGII_04124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04549827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNLBOGII_04568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15552251,0,0,0,0.026965347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNLBOGII_04569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.91857374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIPEFDMC_00849,0,0,0,0,1.934808896,0.050042421,0,2.563660091,0.662848619,0,0,0,0.102636422,0.260901266,0,0,0,0,0,0,0,0,0,0,4.641928256,0.666025731,0,0,0,0,0,0,0,0,0,0,0
KIPEFDMC_00850,0,0,0,0,0.373782609,0,0,2.256340766,2.304983793,0,0,0.236946876,0.181698092,0.173203361,0,0,0,0,0,0,0,0,0,0.128545588,4.268454924,1.360466263,0,0,0,0,0,0,0,0,0,0,0
KIPEFDMC_00938,0,0,0,0,1.604091857,0,0,1.711835391,0.463681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063210434,4.77809978,1.114982681,0,0,0,0,0,0,0,0,0,0,0
NGJLBMKJ_00463,0,0.51185683,0,0.065540366,0.034959495,0,0.075535773,0.331623571,0,0,0,0.670382119,0,0.178194813,0,0,0,0.296213033,0.186144576,0,0,1.009218926,7.442810946,0,0.214217812,0,0.032139502,0,2.852284284,0,0.2013034,0.16568753,0.128758961,0,0,0,0.072419153
NGJLBMKJ_00464,0,0.639360403,0,0,0,0,0.113222088,0,0,0,0,0,0,0,0,0,0,0,0.083704753,0,0.046236988,1.932943665,7.471569305,0,0,0.174833137,0.192698183,0,4.7639572,0,0.60347542,0,0,0,0,0,0
NGJLBMKJ_01099,0.065397084,1.315661629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185873456,0,5.21382287,0,0.485085277,0.119778277,0.093081999,0.112462988,0,0,0
NGJLBMKJ_01855,0,0,0,0,0.859673244,0,0,0.18121792,0,0.088517355,0,0,0,0,0,0,0,0,0.406879797,0,0,0.204257199,0.373135216,0.180672342,0.780405048,2.390189251,0.087814231,0,2.560639018,0,0,0,0.527708971,0,0,0,0
FKFGNOMA_00383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401973103,0.097909447,0,0,0,0,0,3.447155617,0,0.432968677,0,0,0,0,0,0
FKFGNOMA_00515,0,0,0,0,0,0,0.132378351,0,0,0,0,0,0,0,0,0,0,0.064890103,0,0,0,0.262026912,0,0,0,0,0,0,2.856400134,0,0.176394646,0,0,0,0,0,0
FKFGNOMA_00516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404174656,0,0,0,0,0,0,3.244401229,0,0.329803021,0,0,0,0,0,0
FKFGNOMA_01136,0,0.025831053,0,0,0.0158782,0,0,0,0,0,0,0.027679985,0,0.02697801,0,0,0,0.033634137,0.016908944,0,0,0.509306235,0.062026404,0,0,0,0,0,3.923437567,0,0.365718743,0,0,0,0,0,0
FKFGNOMA_01492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313568469,0,0,0,0,0,0,3.85331517,0,0.409390651,0,0,0,0,0,0
FKFGNOMA_01493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422111401,0,0,0,0,0,0,3.555711114,0,0.61999065,0,0,0,0,0,0
FKFGNOMA_01494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511278652,0,0,0,0,0,0,3.080111971,0,0.144921743,0,0,0,0,0,0
FKFGNOMA_01498,0,0,0,0.049014024,0.026144277,0,0,0,0.040305604,0.024227811,0,0,0,0.04442069,0,0.041247698,0,0,0.083524355,0,0,0.782692456,0.102129682,0,0.053400561,0,0.048070721,0,3.230071445,0,0.150543707,0.061954281,0.144437585,0,0,0,0
FKFGNOMA_01499,0.276975886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953700892,0,0.067486434,0.03643803,0,0,0,2.827836133,0,0.273930509,0,0,0,0,0,0
FKFGNOMA_01681,0,0.033908805,0,0,0,0,0,0,0,0.019315643,0,0,0,0,0,0,0,0,0.022196621,0,0,1.515433994,0,0,0,0,0,0,4.470118973,0,0.720126597,0,0,0,0,0,0
FKFGNOMA_01684,0,0.053050872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080861011,0,0,0,0,0,0,3.572803716,0,0.312958243,0,0,0,0,0,0
FKFGNOMA_01744,0,0,0,0,0.11835068,0,0,0,0,0.027418791,0.034705414,0,0,0.02513561,0,0,0,0,0.094525124,0,0,0.189809738,0.462323634,0,0.060433806,0.098716759,0,0,2.965779359,0,0.113580943,0,0,0,0,0,0
ADFNLPIE_03812,0,0,0.499266355,0.230888397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.323020043,0,0,0,0.11322241,0,0.143544981,0,0,0,0,0,0,0,0
ADFNLPIE_04620,0,0,0,0.061300558,0,0,0,0,0,0,0,0,0,0,0,0.128968544,0,0,0,0,0,0,2.171425691,0,0,0.163640989,0.060120794,0,0.228665995,0,0,0,0,0,0,0,0
ADFNLPIE_05117,0,0,0.520399322,0.481322902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.265352494,0,0,0,0.118014893,0,0.07481048,0,0,0,0.059099682,0,0,0,0.066480016
ADFNLPIE_05172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.974507185,0,0,0,0,0,0.441849396,0,0,0,0,0,0,0,0
ADFNLPIE_05173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.235291153,0,0,0,0.070140927,0,0.266776994,0,0,0,0,0,0,0,0
ADFNLPIE_05273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.320554836,0,0,0,0.057486636,0,0.109323562,0,0,0.148179312,0,0,0,0,0
ALOAMELG_00038,1.755173359,3.055730236,25.59357441,6.504846118,0,0,0,0,0,0,0,0,0,0,0.935530294,0,0,0,0,0,0.368304952,4.295550856,0,0,0,0,0.40772242,14.01290406,2.037258289,9.307344241,1.151686335,10.94232516,14.60486593,0,0,0,0
ALOAMELG_00146,2.357396873,6.084285006,4.762270874,1.213532988,0,0,0.207200896,0,0,0,0,0,0.008012132,0,1.098539361,0,0,0,0,0.550159417,0.253846546,11.79121103,0,0,0,0,0.308564631,6.231034415,10.53452789,56.58265373,4.325503498,74.42349847,83.39852791,0,0,0,0
ALOAMELG_00677,2.325229664,5.325297072,28.36176307,9.145135132,0,0,0,0,0,0,0,0,0,0,2.94106305,0,0,0,0,0.245485595,1.245952269,37.19534399,0,0,0,0,0.177022339,9.14422311,7.63066893,36.63843447,3.326299042,45.47772034,54.01710934,0,0,0,0
ALOAMELG_00927,1.986746865,3.788772414,11.62005575,2.111118803,0,0,0.055297286,0,0,0,0,0,0,0,1.733560004,0,0,0,0,0.097883497,0.632295685,27.14466133,0,0,0,0,0.282339427,3.941745165,5.697433559,33.61942034,3.929804776,39.90587652,48.73255043,0,0,0,0
JGNOKHHD_00073,0,0,0,0,4.924718363,0.226682984,0,14.2522075,2.402066096,0,0,2.570683391,0,0.236366972,0,0,0,0,0,0,0,0,0,0.263135177,6.563859778,1.763769622,0,0,0,0,0,0,0,0,0,0,0
JGNOKHHD_00074,0,0,0,0,5.886491183,0.356449703,0,13.80880549,3.065868905,0,0,2.63477157,0,0.101366557,0.316955619,0,0,0,0,0,0,0,0,0.376153892,6.458491452,2.255920697,0,0,0,0,0,0,0,0,0,0,0
JGNOKHHD_02273,0,0,0,0,4.671543909,0.122774883,0,2.573069346,0.580801252,0,0,2.364317738,0,0.128019876,0,0,0,0,0,0,0,0,0,0.285035868,4.078343464,3.016686061,0,0,0,0,0,0,0,0,0,0,0
JGNOKHHD_02388,0,0,0,0,4.571450727,0,0,16.71592243,2.047354982,0,0,2.715785322,0,0.21696,0,0,0,0,0,0,0,0,0,0.096612158,6.390079758,2.130203754,0,0,0,0,0,0,0,0,0,0,0
JGNOKHHD_02389,0,0,0,0,3.934360433,0.213694662,0,15.79926394,1.314180563,0,0,2.514838867,0,0.167117838,0,0,0,0,0,0,0,0,0,0.248058242,5.491309577,4.156775974,0,0,0,0,0,0,0,0,0,0,0
JGNOKHHD_03888,0,0,0,0,0.510561644,0.066554735,0,0.077490491,0.346329636,0,0,1.424074657,0,0.086747475,0,0,0,0,0,0,0,0,0,0.077257197,0.04171357,0.136275661,0,0,0,0,0,0,0,0,0,0,0
HBAGDPDA_00184,0,0,0,0,29.76735057,1.079588767,0,4.878273287,3.35610981,0,0,4.895002003,0.806610166,1.03190013,0.125710616,0,0,0,0,0,0,0,0,0.686272965,6.04141587,10.94741903,0,0,0,0,0,0,0,0,0,0,0
KAGIKCDO_00769,0.826068433,0.051934012,0,0,0.047885308,0,0,0.030282468,0.024607632,0,0,0,0,0.08136,0,0.037774208,0,0,0.033995878,0,0,0.29012585,0,0,0.114108567,0.053255094,0,0,5.730089006,0,0.765924122,0,0.058788631,0,0,0,0
KAGIKCDO_00938,0.284937372,0.059712328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07817509,0,0,4.042191254,0,0,0,0,0,0,5.369038346,0,0.845413372,0,0,0,0,0,0
KAGIKCDO_01539,0.754884179,0,0,0,0,0,0,0,0,0,0,0.169519107,0,0,0,0.134241006,0,0,0.129443222,0,0,0,0.189932555,0,0.024827515,0.081109963,0,0,5.837016467,0,0.513276606,0,0,0,0,0,0
KAGIKCDO_01540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178265055,0,0,0,0,0,0,0,0
KAGIKCDO_01541,0.675066677,0,0,0,0,0,0,0,0,0,0,0,0,0.027703226,0,0,0,0,0,0,0,0,0.12738756,0,0.033303576,0,0,0,5.169162824,0,0.187774946,0,0,0,0,0,0
KAGIKCDO_02099,0.076190778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125925555,0,0,0,0,0,0,4.564347156,0,1.017266212,0,0.054222524,0,0,0,0
KAGIKCDO_02345,0.755100355,0.033908805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016442381,0,0,0,0,0,0.668573821,0.407114884,0,0,0,0,0,6.729472585,0,0.880154729,0,0.076768659,0,0,0,0
KAGIKCDO_02349,0.08348564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965875797,0.252064747,0,0,0,0,0,5.97906842,0,0.3096289,0,0,0,0,0,0
KAGIKCDO_02579,0.478029449,0.200354563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.423640968,0,0,0,0,0,0,4.593439404,0,0.472773468,0,0,0,0,0,0
KAGIKCDO_02826,0.652030277,0,0,0,0,0,0,0,0,0,0,0.062752251,0,0,0,0,0,0,0,0,0,0,0.070308861,0,0,0,0,0,6.629052063,0,0.69092265,0,0,0,0,0,0
KAGIKCDO_02827,0.689903307,0.086746921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105158967,0,0,0,0,0,0.028506224,0.208299659,0,0.027228418,0.088953563,0,0,5.904273245,0,0.665259808,0,0,0,0,0,0
FIEDBHJK_00189,0,0,0,0,17.53932417,0.411807421,0,8.294872741,3.935170483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95675611,20.95366047,0,0,0,0,0,0,0,0,0,0,0
FIEDBHJK_00190,0,0,0,0,14.05714196,0.066779582,0,6.453439502,2.779997345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155036401,13.56085597,17.4338466,0,0,0,0,0,0,0,0,0,0,0
FIEDBHJK_00455,0,0,0,0,10.44855088,0.336660082,0,8.11953283,4.550316379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446625546,12.2985,23.14199455,0,0,0,0,0,0,0,0.131343636,0,0,0
FIEDBHJK_00456,0,0,0,0,15.46100791,0,0,8.831962427,2.881229741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128545588,13.18709651,20.91716879,0,0,0,0,0,0,0,0.15121074,0,0,0
FIEDBHJK_01105,0,0,0,0,6.305443272,0.107867701,0,6.0911966,2.80654575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281730541,11.71286301,21.14801189,0,0,0,0,0,0,0,0,0,0,0
FIEDBHJK_01242,0,0,0,0,1.206572454,0,0,2.784033365,2.061219927,0,0,0.113696283,0,0,0,0,0,0,0,0,0,0,0,0,2.964018233,20.12813493,0,0,0,0,0,0,0,0,0,0,0
FIEDBHJK_01243,0,0,0,0,0.577664032,0,0,4.01843546,0.296853973,0,0,0.335674741,0,0.163580952,0,0,0,0,0,0,0,0,0,0.364212499,1.769847163,6.745645221,0,0,0,0,0,0,0,0,0,0,0
FIEDBHJK_01244,0,0,0,0,1.774667256,0.396127379,0,6.180293706,3.597941544,0,0,0.169519107,0,0.061957515,0,0,0,0,0,0,0,0,0,0.413844663,3.972402451,16.38421244,0,0,0,0,0,0,0,0,0,0,0
BIKJCDIE_00266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497662624,0,0,0,0,0,0,1.186741782,0,0.558371542,0,0,0,0,0,0
BIKJCDIE_00442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068991128,0,0,0,0,0,0,0.977709301,0,0.24770312,0,0,0,0,0,0
